,ABCB1,ABCB11,ABCB4,ABCC2,ACAA1,ACACA,ACACB,ACADL,ACADM,ACOX1,ACOX2,ACOX3,ACP5,ACSBG1,ACSBG2,ACSL1,ACSL3,ACSL4,ACSL5,ACSL6,ACTA2,ADAR,ADGRB1,ADIPOQ,AFP,AGER,AHR,AIFM2,AKR1C3,ALDOA,AMH,ANGPT1,ANGPT2,ANGPT4,ANGPTL4,AOX1,APAF1,APLNR,APOA1,APOA2,APOA5,APOBEC3A,APOBEC3A_B,APOBEC3B,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H,APOC3,AQP2,AQP7,AR,ARC,AREG,ARNT,ARNTL,ASH2L,ASS1,ATF2,ATF4,ATF6B,ATG12,ATG5,ATM,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP1B4,ATP2A2,ATP2B1,AXIN1,AXIN2,BAI1,BAK1,BAX,BBC3,BCL2,BCL2A1,BCL2L1,BCL2L11,BCL3,BCL6,BDNF,BGLAP,BHLHE40,BHLHE41,BID,BIRC2,BIRC3,BIRC5,BIRC7,BIRC8,BMP2,BMP4,BMP5,BMP6,BMP7,BMP8A,BMP8B,BNIP3,BNIP3L,BORCS8-MEF2B,BST2,CALB1,CALCR,CAMK4,CAT,CBL,CCL13,CCL17,CCL19,CCL2,CCL21,CCL22,CCL3,CCL3L1,CCL3L3,CCL4,CCL4L1,CCL4L2,CCL5,CCNA1,CCNA2,CCNB1,CCNB2,CCNB3,CCND1,CCND2,CCND3,CCNE1,CCNE2,CCNG1,CCNG2,CD14,CD36,CD40,CD44,CD58,CD74,CD80,CD82,CD86,CDH1,CDH17,CDK4,CDK5,CDK6,CDKN1A,CDKN1B,CDKN2A,CDKN2B,CDKN2C,CDKN2D,CDX2,CEBPA,CEBPB,CEBPE,CEBPG,CFLAR,CIITA,CISH,CITED2,CKS1B,CKS2,CLOCK,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,COP1,CPT1A,CPT1B,CPT1C,CPT2,CR2,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CREBBP,CRH,CRTC2,CRY1,CRY2,CRYAB,CSF1R,CSF2,CSF2RA,CSF3R,CSN2,CTGF,CTNNB1,CTSD,CTSK,CTSL,CXCL1,CXCL10,CXCL11,CXCL12,CXCL2,CXCL3,CXCL8,CXCL9,CYP11B1,CYP11B2,CYP17A1,CYP19A1,CYP27A1,CYP4A11,CYP4A22,CYP7A1,CYP8B1,DBI,DCT,DDB2,DDIT3,DNM1L,DUSP6,DUSP9,E2F1,E2F2,E2F3,E2F4,E2F5,EBAG9,EDN1,EGF,EGFR,EGR1,EGR2,EGR3,EHHADH,EHMT1,EHMT2,EI24,EIF2AK1,EIF2AK2,EIF2AK3,EIF2AK4,EIF4EBP2,ELF5,ELK1,ELK4,ENO1,ENO2,ENO3,ENO4,ENTPD1,ENTPD3,ENTPD8,EP300,EPAS1,EPO,ERBB2,ESR1,ESR2,ESRRB,ETS1,ETS2,F2R,F3,FABP1,FABP3,FABP4,FADS2,FAS,FASLG,FASN,FBP1,FBP2,FBXO25,FBXO32,FCER2,FCGR1A,FGF1,FGF2,FGF21,FGF23,FIGF,FLT1,FLT4,FOS,FOSB,FOSL1,FOSL2,FOXA2,FOXA3,FOXM1,FOXO1,FOXO3,FOXO4,FOXO6,FOXP3,FXYD2,FXYD4,G6PC,G6PC2,G6PC3,GABARAP,GABARAPL1,GABARAPL2,GADD45A,GADD45B,GADD45G,GALT,GAPDH,GATA3,GATA4,GCK,GCM1,GCM2,GFAP,GK,GK2,GLI1,GLI2,GLI3,GLS,GLS2,GNAI1,GNAI2,GNAI3,GNAO1,GRIA2,GSTA1,GSTA2,GSTA3,GSTA4,GSTA5,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,GSTO1,GSTO2,GSTP1,GSTT1,GSTT2,GSTT2B,GTSE1,HDAC1,HDAC4,HDAC5,HES1,HES2,HES3,HES4,HES5,HES6,HES7,HEY1,HEY2,HEYL,HHIP,HIF1A,HK1,HK2,HK3,HKDC1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGCS2,HMOX1,HNF1A,HNF1B,HNF4A,HNF4G,HRK,HSD17B1,HSD17B2,HSD17B7,HSD3B1,HSD3B2,HSF1,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA6,HSPA8,IAPP,ICAM1,ID1,ID2,ID3,ID4,IDO1,IDO2,IFIT1,IFIT1B,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNB1,IFNE,IFNG,IFNGR1,IFNGR2,IFNK,IFNW1,IGFBP3,IL10,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL15,IL15RA,IL17A,IL17D,IL17F,IL18,IL18R1,IL18RAP,IL1A,IL1B,IL2,IL21,IL22,IL23A,IL23R,IL2RA,IL4,IL4R,IL5,IL6,IL6R,IL7R,IL8,ILK,INS,INSR,IRF1,IRF3,IRF4,IRF5,IRF7,IRF8,IRF9,IRGM,ISG15,ITGAL,ITGAM,ITGB2,ITGB3,JAG1,JMJD7-PLA2G4B,JUN,JUNB,JUND,JUP,KDM3A,KDM3B,KIR2DL1,KIR2DL2,KIR2DL3,KIR2DL4,KIR2DL5A,KLF2,KLF4,KLK3,KMT2A,KMT2D,KRAS,KRT10,KRT12,KRT13,KRT14,KRT15,KRT16,KRT17,KRT18,KRT19,KRT20,KRT23,KRT24,KRT25,KRT26,KRT27,KRT28,KRT31,KRT32,KRT33A,KRT33B,KRT34,KRT35,KRT36,KRT37,KRT38,KRT39,KRT40,KRT9,LCK,LDHA,LEF1,LHCGR,LOC100653049,LPL,LRP5,LRP6,LTA,LTBR,MAF,MAFA,MAFB,MAML1,MAML2,MAML3,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MARCKSL1,MAX,MCL1,MDM2,ME1,MEF2A,MEF2B,MEF2C,MEF2D,MEN1,MGST1,MGST2,MGST3,MIR10A,MIR10B,MIR21,MITF,MLX,MLXIP,MLXIPL,MMP1,MMP13,MMP2,MMP7,MMP9,MTOR,MUC2,MX1,MYB,MYBL2,MYC,MYD88,MYH6,MYH7,NACA,NANOG,NCEH1,NCOA1,NCOA2,NCOA3,NEUROD1,NEUROG3,NFATC1,NFATC2,NFATC3,NFATC4,NFE2L2,NFKB1,NFKB2,NFKBIA,NFX1,NFYA,NFYB,NFYC,NKD1,NKX2-2,NKX6-1,NOS1,NOS2,NOS3,NOTCH1,NOTCH2,NOTCH3,NOTCH4,NPAS2,NPPA,NPPB,NPPC,NPY,NQO1,NR0B2,NR1D1,NR1H3,NR1H4,NR3C2,NR4A1,NR4A2,NR5A1,NR5A2,NRF1,OAS1,OAS2,OAS3,OASL,OLR1,ONECUT1,PAX4,PAX6,PAX8,PBX1,PCK1,PCK2,PCNA,PDCD4,PDGFA,PDGFB,PDK1,PDPK1,PDX1,PDYN,PER1,PER2,PER3,PERP,PFKFB3,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGAM4,PGAM5,PGF,PGK1,PGR,PIAS1,PIAS2,PIAS3,PIAS4,PIDD1,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIM1,PIM2,PITX2,PKLR,PKM,PLA2G4A,PLA2G4B,PLA2G4C,PLA2G4D,PLA2G4E,PLA2G4F,PLAT,PLAU,PLAUR,PLIN1,PLIN2,PLIN4,PLIN5,PLK1,PLK2,PLK3,PLK4,PLN,PLTP,PMAIP1,PML,PNPLA2,POLB,POLK,POMC,POU5F1,POU5F1B,PPARA,PPARD,PPARG,PPARGC1A,PPM1D,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACB,PRKACG,PRKAG1,PRKAG2,PRKAG3,PRKCQ,PRKN,PRLR,PSEN1,PTCH1,PTCH2,PTCRA,PTEN,PTGER4,PTGS2,PTH,PTPN13,RAG1,RAG2,RARA,RBBP5,RBL1,RBL2,RBPJ,RBPJL,RCAN1,RCAN2,RCHY1,REG4,RELA,RELB,REN,RFWD2,RFX5,RFXANK,RFXAP,RGS2,RIPK1,RORA,RORB,RORC,RPRM,RPS6,RPS6KA5,RRM2,RRM2B,RSAD2,RUNX1,RUNX1T1,RUNX2,RUNX3,RXRA,RXRB,RXRG,S100G,S1PR1,S1PR4,SAMHD1,SAT1,SAT2,SCD,SCD5,SCNN1A,SCNN1B,SCNN1G,SCP2,SELE,SERPINB5,SERPINE1,SESN1,SESN2,SESN3,SFN,SGK1,SHH,SHISA5,SIAH1,SIK1,SIK1B,SIRT1,SIVA1,SLC10A1,SLC1A5,SLC27A1,SLC27A4,SLC2A1,SLC2A2,SLC2A4,SLC34A2,SLC51A,SLC51B,SLC7A11,SLC8A1,SLCO1A2,SLCO1B1,SLCO1B3,SLCO1B7,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD7,SMAD9,SNAI2,SOCS1,SOCS2,SOCS3,SOCS4,SOCS5,SOCS6,SOCS7,SOD1,SOD2,SORBS1,SOS1,SOS2,SOST,SOX2,SOX9,SP1,SPHK1,SPHK2,SPI1,SPP1,SPRED1,SPRED2,SPRY1,SPRY2,SPRY3,SPRY4,SQSTM1,SREBF1,SRF,STAR,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,STEAP3,TBX21,TBX3,TCF3,TCF7,TCF7L1,TCF7L2,TEAD1,TEAD2,TEAD3,TEAD4,TEK,TERT,TF,TFAM,TFAP4,TFDP1,TFDP2,TFF1,TFRC,TG,TGFA,TGFB1,TGFB2,TGFB3,TH,THBD,THBS1,THRA,THRB,TICAM1,TIMP1,TIMP3,TLR2,TLR4,TNF,TNFAIP3,TNFRSF10A,TNFRSF10B,TNFSF10,TNFSF11,TNFSF13B,TP53,TP53AIP1,TP53I3,TP73,TRAF1,TRAF2,TRAF3,TRAF3IP2,TRAF4,TRAF5,TRAF6,TRIM5,TRPC6,TRPV5,TRPV6,TSC2,TTF1,TTF2,TWIST1,TWIST2,TXN,TXN2,TXNRD1,TXNRD2,TXNRD3,TYR,TYRP1,U2AF1,U2AF1L4,U2AF1L5,UBC,UCP1,VCAM1,VDR,VEGFA,VEGFB,VEGFC,VEGFD,VIM,WDR5,WDR5B,WNT1,WNT10A,WNT10B,WNT11,WNT16,WNT2,WNT2B,WNT3,WNT3A,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT8B,WNT9A,WNT9B,WWTR1,XBP1,XIAP,YAP1,ZBTB16,ZBTB17,ZMAT3,ZNF516
ABCB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
